,pic_url,predict_class,confidence
52,data/60d247c3-c073-4e79-8d1a-eb12d8d9626d.jpg,plants,0.5679508
53,data/f3b3eecf-cf6c-4711-ba15-3b018a379bcb.png,vehicles,0.93203014
54,data/fca8aa71-683b-480c-9922-16f20067405f.png,other,0.9537256
55,data/297c90d8-2214-4bcd-84aa-dfffe7c2c2e1.jpg,other,0.99269027
56,data/2a4a3904-79ec-47d8-8734-9e5e83c2f1f2.jpg,other,0.99591786
57,data/e1eaf491-77b1-4c5c-98cf-f117ea84d16f.jpg,other,0.9996772
58,data/9daca9b3-922a-4351-8edb-4b01333afb34.png,plants,0.6681539
59,data/7c4a7ac9-243f-489e-926f-ce6ac6a7741a.png,other,0.9997658
60,data/358695a0-c15b-41e9-beba-1cf495df6669.png,other,0.8693339
61,data/5ead01b0-d96a-494a-9956-e581dca38582.png,other,0.61482346
62,data/8f6358bc-d668-444e-9b5e-e394b8fd08a8.png,other,0.979752
63,data/8a68e293-3597-4eba-a5c5-a36be2c5f716.png,plants,0.6366558
64,data/b7758f20-fb63-4df2-b418-565409dc447c.png,other,0.6137139
65,data/6ddce095-6144-49c5-b7ab-a3c57b635fa9.png,other,0.989228
66,data/395f5340-5ac6-40d3-b805-9702dc426806.png,other,0.9965927
67,data/b67ea2ef-f9dc-4bfb-a585-6fd9ab439a48.jpg,other,0.75556856
68,data/1ae7a175-a4b0-4242-886e-a52ab2245ca1.jpg,other,0.9996044
69,data/d4e3ec39-01fc-493f-a9f8-c7746407f30d.jpg,other,0.99898165
70,data/17b0a1cc-787d-4767-9832-8cd4f042e13e.png,other,0.9572036
71,data/906a18ff-4486-45eb-8c4f-e67258d6c094.png,other,0.81592
72,data/7305f512-53f7-408e-8be3-084878ef76ef.png,other,0.99083006
73,data/95c581a4-3065-4698-885b-ffc18704463e.png,vehicles,0.9362279
74,data/fbfc9204-26d4-4d8a-bdad-bab69ff936a2.png,other,0.9983359
75,data/3951f24e-0807-4aca-84d3-25a37be2d656.jpg,other,0.98116195
76,data/6ac2421a-9df7-4974-88ae-a38add63e72f.png,other,0.96617836
77,data/41b8d2bb-6865-43f8-82e5-bb4f6c1b9807.jpg,other,0.99558073
78,data/8c1a5dac-235e-4bd9-a532-8ecd32c7119b.png,plants,0.9327596
79,data/bbfe1416-27cd-479c-ab69-33909a550f4b.jpg,other,0.7218617
80,data/f16c0c17-d40b-4106-b495-495c69c4ac2a.jpg,other,0.7331658
81,data/1f908882-e797-48d9-827d-322385552ea2.png,plants,0.5495087
82,data/be32b2e2-4999-4186-890e-a89dd72fc6e4.jpg,other,0.9995449
83,data/6f5dadb9-7a39-4a02-b2cf-a5646b66937e.png,other,0.9891017
84,data/c42f1b02-604c-4438-942d-11a7d7f248eb.jpg,other,0.9922862
85,data/95009b84-d893-4844-af9f-6e30d932af61.png,vehicles,0.61811024
86,data/e656ea7c-cca4-438a-9398-731de4e60bef.png,other,0.996687
87,data/f3c7ffdf-9b7f-4d73-a820-05c2c27d58b3.png,other,0.9866333
88,data/0a4e69ce-0d9a-453a-92d8-7ac5fa1f48b4.jpg,other,0.9895091
89,data/de80f735-c34b-42b1-a50f-b18863e633c8.png,other,0.9987668
90,data/000871d9-fbce-4cec-a56d-3b40fb79b26a.png,other,0.90723944
91,data/e4ee5cfb-316a-49d7-b7ea-672c6cc6ea70.jpg,other,0.9943498
92,data/ee176b36-78e8-46af-8096-a95c5b4b1b84.jpg,other,0.7947303
93,data/2d2e7f08-1acd-434c-837f-748157e9d856.jpg,other,0.9998141
94,data/cb4cf16f-c6b7-4c41-832e-883d97b0ac84.jpg,other,0.98752046
95,data/5f00176e-1ef1-4f5f-aadf-6de5269a37fc.jpg,other,0.999526
96,data/82dbd0e1-112f-41e2-8561-73070228336b.png,other,0.9986449
97,data/db22a5a9-c903-4fb3-8fbf-d1b0656ec5a7.jpg,other,0.9759489
98,data/f8324634-a157-4c4c-924e-879111928f21.png,other,0.9911384
99,data/b23f5d4c-ad63-4a68-a9a6-70adb9415bc6.png,vehicles,0.9927812
100,data/6f31c12d-8957-4f3c-964a-17cd9abc3125.jpg,other,0.9811545
101,data/0f7b906c-2713-408b-9af7-679f10b28797.png,other,0.9804821
102,data/ad113240-ea05-43e8-9069-ef0b6eb89d29.jpg,other,0.9527086
103,data/e90076a7-ed3b-4fc0-afcc-ade9237ec443.png,other,0.9971329
104,data/8f063cac-8cd5-4b01-ab0c-520dccc373fb.jpg,other,0.8996297
105,data/a9da7845-d58d-4508-a888-c93690b33c6d.png,vehicles,0.9508245
106,data/5b76b0ac-02b7-4b49-9c79-cd158398bbc5.jpg,other,0.88962924
107,data/1650b748-ec40-4a38-8094-914fda3b0153.jpg,other,0.77152413
108,data/5a602484-0f62-4a7b-9f52-c1b85e8d8c43.jpg,other,0.99847585
109,data/6f6feb30-a951-494a-85e3-2632339e60cc.png,other,0.99467963
110,data/34c3c2d7-ecec-4011-9ebb-b998e743a4ee.png,other,0.9975835
111,data/884846be-9302-4016-a5b9-ad01832641e6.jpg,other,0.9875536
112,data/27068c2b-7521-4cdc-9cc3-f588d4304010.png,other,0.9927126
113,data/182bb0f9-354c-4142-9bff-2556f51339c6.jpg,other,0.95186335
114,data/7dc0ebf2-f52b-43e7-8710-964dabc644de.png,plants,0.6556363
115,data/82858cc7-668b-4eed-bd57-425628f0f693.jpg,other,0.9776518
116,data/f561792d-bfdf-40cc-a4ef-7f7f5e8cd605.png,other,0.60676867
117,data/f2b3749a-5208-43ae-bb44-d15224486159.png,other,0.8065489
118,data/6952ae3b-7b11-493b-b80d-86a62b1a3bab.png,other,0.91004574
119,data/26f4895b-1873-462c-87df-9dc45c782ef6.png,other,0.83064836
120,data/d7b7d282-3008-40d3-b20b-7f4aa94cd57c.jpg,other,0.9981084
121,data/eb2b3391-c7ad-4e3e-957c-bc931ce64830.png,vehicles,0.62576026
122,data/7e2e7174-3352-40a5-ac11-7d9af67dbfd8.png,other,0.9838358
123,data/80a453bd-003b-42c9-b91f-e522455cda9d.png,other,0.6277498
124,data/0d973eb1-1898-45a3-a3e6-93ba11ef0e0c.png,other,0.64313483
125,data/481f26d0-462b-478d-b91a-8338c5158183.png,vehicles,0.66131324
126,data/8e72b481-317c-4038-b49d-95cc0e8e20fe.png,other,0.7341985
127,data/1c2f6a47-4bc7-4efc-98c5-8c3e3218e868.png,other,0.8399555
128,data/628a27b4-6c51-4865-9911-10359a165d62.jpg,other,0.93292636
129,data/0b6047e4-075a-49d6-9225-86bd9c0a229a.jpg,other,0.9954941
130,data/bbc6f652-71af-4bad-b02d-6ce07094beb2.jpg,other,0.7708842
131,data/3180b4ea-163a-44b7-a23b-d5118653b755.png,other,0.99917114
132,data/9b976670-c338-44bf-982b-232a3910ba14.jpg,other,0.9930589
133,data/e5cf0a37-4f9c-453f-95bf-d2552b311f15.jpg,other,0.9910239
134,data/181b51ea-c8af-4a72-83e0-890f7bd988d3.png,other,0.93546
135,data/1e79eb33-0d96-478f-bca5-2f7c6111bbfb.png,plants,0.9488588
136,data/95b9ea5f-bda7-45d9-8787-00823ad2fb25.jpg,other,0.9985475
137,data/5400f38a-a3bf-431f-b625-d5d095fd3d60.png,plants,0.74636126
138,data/c69416a1-811d-49ed-a87f-0f9e648c45b2.jpg,other,0.8556817
139,data/4690e011-c064-4ee1-a943-6198b173e93a.jpg,other,0.9970694
140,data/a579a0a5-0f56-4d71-bb0e-e03d3b1cb738.jpg,other,0.98469526
141,data/b7d00897-1fa7-4efc-8225-0375068bf709.jpg,other,0.99071
142,data/5a292e3d-7faa-40d7-9277-c9de4e2a8595.jpg,other,0.9835375
143,data/326ff732-7462-415e-b4ce-5c1416812579.png,other,0.7894342
144,data/08d07b17-4d60-4b3b-b4ef-3c4eae2f729f.png,other,0.99243927
145,data/eea91429-b6e2-4d6c-8049-145888bbfb4d.png,other,0.9309273
146,data/771df07b-0058-49ab-b3bd-abda19eb236c.jpg,other,0.9897508
147,data/632ebd31-09cd-4841-916d-75c768962738.jpg,other,0.9954129
148,data/866497e8-59f0-401a-96f1-53d146243b93.jpg,other,0.9396292
149,data/cd0cf1ef-23c1-427e-8502-f3f668b8fe78.jpg,other,0.97712237
150,data/52ac8f27-6574-4097-bdd1-181379c36170.png,other,0.95663536
151,data/1c9caf0b-86d8-411b-b424-9292950ead11.png,other,0.8284093
152,data/afd22d13-71a1-4da7-9e52-79d66018f393.png,other,0.99653876
153,data/f1a4035c-4589-45af-a894-47ba1790b6ae.jpg,other,0.9293588
154,data/fa8055bf-66b0-4892-a501-b769bf8467b7.png,other,0.97299814
155,data/413cfe93-d0eb-402b-bf94-02521fd2204e.jpg,other,0.9960924
156,data/763de2fb-2713-4895-a37b-6b75325a0f15.png,other,0.86370593
157,data/a0cfb369-271f-43db-91ea-6f5cd218c77b.png,plants,0.53654236
158,data/2b1d99cb-895b-493c-a0a6-834269e25a48.png,other,0.93997663
159,data/fa91b64b-d0a8-40b8-b9c4-9f7cba888c17.png,plants,0.9926621
160,data/fe2dbef8-74a9-432b-aa03-86205a6c283f.png,other,0.9891026
161,data/9488abd9-91da-44f2-8c5c-f3464eff1364.png,other,0.9399617
162,data/4f5fad64-f088-4bf3-8762-b8e8805b8bdb.png,vehicles,0.75312203
163,data/4124d301-8f56-4770-916a-1d3f38fe5d71.png,other,0.9652834
164,data/bdcbd982-e256-474d-ad04-5619f353bc7a.png,vehicles,0.5168298
165,data/dc55ec7d-c74f-42fd-9807-bdedf5917daa.jpg,other,0.9972652
166,data/e34f81ea-fb03-4a5f-ac54-d91eef3d2ded.png,vehicles,0.9496537
167,data/4baa9c4a-a5fc-4a03-b98e-49dce64d4a4f.png,other,0.9121552
168,data/f2b0dc41-65f9-4418-8bca-cf71278dd139.png,other,0.5147918
169,data/4165a9ea-5979-4a2b-9d19-832ed1a1b608.png,other,0.91880614
170,data/8124520e-525d-492f-835e-d7dd186ec513.png,vehicles,0.90793395
171,data/ef3c20df-7bc2-44df-ae38-afade813f965.png,other,0.9964232
172,data/76ccc6ed-ab46-4668-a0d9-4dd0a2acfc7f.png,other,0.93165845
173,data/5b7bab6e-78cb-4e6f-831a-7f984b4ead60.jpg,other,0.9878885
174,data/d36c2233-3255-4d7e-b12e-c66fc3968e13.jpg,plants,0.79756933
175,data/4e24f666-2172-4888-9f5c-566dc8431e2f.png,other,0.69461703
176,data/05f353df-ed7c-45f8-9e84-26a8087478c0.jpg,other,0.90780395
177,data/1f0d9d52-7bb5-4109-8380-5987de4b6f9d.jpg,other,0.9994547
178,data/90057e94-40aa-40e2-830b-5d1564f4463d.png,other,0.9933963
179,data/789494e1-6e90-4e86-85ca-9541aebf3628.png,other,0.9903438
180,data/9b14afd5-e9ea-4fd6-b8b6-7b874230ee08.png,vehicles,0.68375254
181,data/3c426497-602a-4b1e-bdce-a99db795608b.png,plants,0.9939903
182,data/f6716039-aad8-49c9-b5f5-52387a0473f2.jpg,other,0.9979792
183,data/022033f5-db43-4327-9263-51f6956dcbdf.png,vehicles,0.86249745
184,data/1285e1be-b274-4223-a0ca-02ab2f473cd6.png,vehicles,0.88402075
185,data/ff73a74b-ee8b-4f76-8eae-b30b2666c9de.png,plants,0.7725493
186,data/873ddc16-6465-4d37-9c2b-e507c4c94175.png,other,0.960961
187,data/46e94c9c-cc4a-4c53-b2d2-c680d0421f8b.jpg,other,0.9882685
188,data/f8ed5aaa-dc66-4bb5-8c88-6695fbe08541.png,other,0.95927864
189,data/e3456b37-8b04-497d-b109-249065077d9c.png,vehicles,0.62224686
190,data/8bf378e3-22f5-491e-8b3a-af783a785571.jpg,other,0.9138421
191,data/e2cc9303-a2d7-477a-bee8-7167fa7162d8.png,other,0.99741036
192,data/5c843e54-5563-4556-869f-05111cd60faf.png,vehicles,0.7480374
193,data/f2ca9f30-fba4-4fa4-88e7-2fc62364bc31.png,other,0.9773717
194,data/e9c6aa26-f335-4167-8b0c-a15eea724c77.png,other,0.6962185
195,data/a4c0f0b0-69b8-4761-bb6a-3e846488b252.png,other,0.9906336
196,data/62a2e137-a522-4953-adb3-0ffef1cade14.jpg,other,0.9908602
197,data/57f78a7d-e7d1-46d2-9eb8-61c37ecd2561.png,other,0.7844941
198,data/a9606ecf-8a34-474a-9867-44d48c21693b.jpg,other,0.9758557
199,data/3d39ce46-f038-4278-93b7-468b18051fa4.png,vehicles,0.68142056
200,data/1e85fafb-c59b-4d33-ab3f-4116d7a4a71c.jpg,other,0.9996284
201,data/308ba661-d66b-46ee-ae5b-eff8f14dec2c.png,plants,0.9983851
202,data/ac39c871-1a62-416d-9fea-8bf852716ae3.png,other,0.97282267
203,data/96d0eb52-2b77-4efd-b6b3-346cf7b5d44c.png,other,0.8764469
204,data/00c8fdc8-44d7-4334-863a-3ba76412ab47.png,other,0.90147334
205,data/e7f44df2-a98c-4a5c-b044-182ecb590308.png,other,0.9217813
206,data/75e4f397-6e2d-4352-9cf7-6038f7d32161.jpg,other,0.9997898
207,data/fb4f3ec9-ab38-459f-a10a-fdf533e83ac8.png,other,0.96272665
208,data/f249ef96-05de-4a3d-9078-082629cd7787.jpg,other,0.9890197
209,data/bdb4b8a3-dd6a-4191-9b96-554e56730ef5.png,other,0.9845749
210,data/23a67e8d-11c0-4c26-b068-063a9608ef81.png,other,0.77987117
211,data/ddbb7cac-5e70-4440-8c52-8b1367078ed6.png,other,0.99754936
212,data/1adc9b13-1fd7-4485-8ee5-0b29e5df356a.png,other,0.9986528
213,data/6cb90157-f4a0-4f02-ba2a-ac85900e40d8.jpg,other,0.9111677
214,data/bcd8ad76-bf95-4021-b9cd-fb9e450d4623.png,other,0.8191207
215,data/a2b72584-6545-43cc-9ebe-76a48742fb0b.png,other,0.85143834
216,data/575482a6-0c31-4fdd-82c0-d1d6696bae0e.jpg,other,0.98802376
217,data/ea47c0fb-cba0-4670-a6a1-b72965ea194e.png,other,0.9993048
218,data/ace1acbd-4323-46c2-8977-708309d33d4f.png,vehicles,0.71778375
219,data/cc30a7ee-a338-4041-8463-26c4bbe43413.png,other,0.9430869
220,data/d2ffc369-ddd8-480d-afb2-cd1dbacf7dfc.png,other,0.8681303
221,data/8af4e863-4d46-4a6c-9652-f9dea0329ec1.jpg,other,0.9275989
222,data/bac6f5c3-b81e-4acc-a3c8-f10021c43460.png,vehicles,0.8789735
223,data/37da125c-c251-40a7-aabe-718d90d50bd5.jpg,other,0.9896471
224,data/7d4a9510-3dd1-4067-a2e5-97f1d7a26f73.jpg,other,0.99857366
225,data/b273d60e-1f14-4fcd-ab42-eae99fb95813.png,other,0.9997403
226,data/d8ee3a51-289c-4964-ace0-98bf8167da21.png,vehicles,0.8870296
227,data/60037fb9-6d43-46a6-a639-345fd23011ee.png,other,0.7909988
228,data/d054df12-d40c-474c-9b8a-386dfd3d21d5.png,vehicles,0.7289862
229,data/4a750074-3807-4404-ad94-b8ec439c61f4.png,other,0.6345067
230,data/0f8c343f-3a0a-4c16-8f5b-de5c590a486e.png,other,0.89369535
231,data/17f7826e-5e44-419f-b30b-45ee7969a172.jpg,other,0.9984516
232,data/77a57350-91b3-4d16-8a27-6238200e2b05.png,other,0.7782951
233,data/56b84ef7-4293-463f-8940-f7799a278fd8.png,other,0.6572289
234,data/46366d6a-1c5a-4e65-9302-eba62b9ab8c7.png,other,0.96597177
235,data/ede1d836-2300-4a53-9be1-ff543b77528c.png,other,0.9899184
236,data/fa05fff8-014c-4515-9813-4b4d3e2541e3.jpg,other,0.970456
237,data/87b601c1-d4a4-4895-a306-18039c6eb47a.png,other,0.9786758
238,data/1e1b7ca1-81c9-4ddf-926a-f64c63cd35b3.png,other,0.99565953
239,data/57848d73-1beb-48b3-ba00-93ecc52b3d2e.png,plants,0.85430795
240,data/f057573e-fd44-4748-a4d5-c01315405920.jpg,plants,0.8931701
241,data/e0e9cf67-44a2-4b02-8aa0-c6bbf05a15b3.png,vehicles,0.96147317
242,data/c8cca348-abc0-42c8-9ba2-01f1db5c395c.png,plants,0.63652885
243,data/a213015a-bf04-49ab-8986-1e59e3f90d89.png,other,0.98856866
244,data/1290aab7-dd89-4836-8ff3-6abda100302b.jpg,other,0.9970157
245,data/32742442-8e75-4a83-8085-83c9945c9513.png,other,0.99719703
246,data/9669937b-9e06-44c3-a302-d07d305b97f0.png,other,0.8565701
247,data/0ff55625-02d8-44be-9881-7233e04313bf.jpg,other,0.96032137
248,data/5e83a498-8042-4c37-ad8b-8a6e036c3d50.jpg,other,0.9684037
249,data/eb17e302-e763-41f2-8c36-3531b95ef549.png,other,0.5270901
250,data/2587c2cb-5584-456a-bb32-2d7af0eb77b2.jpg,other,0.9999292
251,data/1f71908d-e3d1-4773-ac24-022db40f433b.jpg,other,0.94277954
252,data/a69ea70a-fd4c-40b3-b375-943cbce94fc8.jpg,other,0.8533342
253,data/976b5965-d038-44b4-bb62-376646b24be4.png,other,0.876669
254,data/6eb29d51-4ce4-4648-bf1c-70ca9a825254.png,vehicles,0.8951561
255,data/de75afe3-1230-415e-8c97-20ecd3d6d3ab.jpg,other,0.8517802
256,data/0d58b518-b489-47e2-b75e-2bdc8dbcdc8e.png,vehicles,0.629209
257,data/c59ca589-191f-444b-b929-228691f353e8.png,other,0.99003124
258,data/ec3c0a2d-8ccf-4895-930d-afebbcf1b203.jpg,other,0.98030156
259,data/c788af6c-7fe9-4726-80da-1f243465e176.png,other,0.9201868
260,data/07236137-cc56-414c-92b3-09e10117e074.png,other,0.87434214
261,data/36e969bc-8d45-4176-8f2b-3a99cb950ae6.jpg,other,0.9821769
262,data/ac81b665-9fc6-4288-82c8-6ccf73157cb7.jpg,other,0.9879858
263,data/a535adb6-d810-47bc-862d-24c04402f93d.jpg,other,0.97912884
264,data/4150ccab-997d-437c-9b6b-2c2b92f4ce0c.png,other,0.9946043
265,data/7922ce91-95ef-4cdc-b74a-367875bbeec7.png,vehicles,0.8387287
266,data/b5a68fcf-d9eb-4f2b-8848-4bc69c8c0f98.png,other,0.997456
267,data/2743906a-ffa8-4425-83bd-df6a04491f71.png,plants,0.7601514
268,data/f74895cd-3444-498f-9591-8548c9a7e8e7.png,vehicles,0.6613248
269,data/aef655f1-1700-40ee-b01d-cd1a50d197b5.png,plants,0.7234506
270,data/39a8dad9-5339-40af-8afc-3595bb29b649.png,vehicles,0.94118756
271,data/bb87453f-a2f1-4706-a81e-0989145492e9.png,plants,0.53067595
272,data/04bbff91-aff9-4ef8-9845-b2fd43135b1a.png,plants,0.8824092
273,data/0c8d166c-a866-41e9-8dbb-d47b5aee6b6b.png,other,0.7922031
274,data/3e80ebf9-c0c6-4179-a45f-22bc96848e83.jpg,other,0.96718127
275,data/e768d6ea-2551-416b-a3d6-308fd6536b3e.png,other,0.94066745
276,data/84ecb6a8-a547-4149-9c26-093e6af30b79.png,other,0.9742768
277,data/0d68ae6a-8a12-46f0-bc82-b194bdbd0074.png,plants,0.9004138
278,data/4e1bbe14-9219-4acb-b14e-e2deb50b33b7.jpg,other,0.99232423
279,data/d7cf363f-175d-4eae-92f8-5d5a1d5b5d81.png,other,0.9802632
280,data/c20ecc4f-744c-48d6-9579-399f6648eeb7.png,other,0.99796593
281,data/7a4fe2eb-82fd-4878-88aa-304c6ea962e8.png,other,0.83481926
282,data/c700da0c-1550-4bae-a8af-d549fc27f1f6.png,vehicles,0.59732574
283,data/1af9234c-57a0-4a8c-806e-5e641529ed7a.jpg,other,0.99740845
284,data/cbdb50a9-b062-4bb8-a366-c338358294a5.png,other,0.9507753
285,data/1795721f-f884-4f49-bff0-0441e8eb2f5a.png,vehicles,0.7550761
286,data/ec25432f-3194-4c4f-855c-9ac52986f565.jpg,other,0.99616855
287,data/a37c8cbc-1633-4d6f-9c73-79ac8f77c831.png,vehicles,0.6387515
288,data/2870e1d9-cce6-4bbf-b2a4-23f0a9f796c8.png,plants,0.8846103
289,data/f2b5d84c-e4f7-471c-aa56-b02ec56fb42b.jpg,other,0.9935748
290,data/79462c39-a848-47ce-b788-a0a4b3fe7a2b.png,vehicles,0.9856925
291,data/11f6ca0b-0e8c-4a3b-825d-8046cd22452b.png,other,0.98453194
292,data/8808c9fe-d310-4f71-a525-425e820a9405.jpg,other,0.9998765
293,data/abb96d4f-130c-44f0-98b9-1fe0278e3cd4.jpg,other,0.7836513
294,data/340c606b-b489-4b01-b59e-1219fa414f8e.jpg,other,0.99676526
295,data/755361de-1688-4cdc-a693-d72bcf94ae0e.jpg,other,0.85124093
296,data/4ba09cd5-78ed-46ac-b512-66ab05e6d644.png,other,0.99918324
297,data/b7dc852f-072a-48e1-94d3-5b5432a5de2c.png,plants,0.90508807
298,data/371e6021-80e3-4701-9fa5-834311e7fc5e.png,other,0.9994648
299,data/e29c1d7f-b293-484c-bdb4-b179f9851aa6.png,other,0.9309242
300,data/28b7f157-d115-42bd-bfa2-de8537be1f1b.jpg,other,0.9948138
301,data/d81ba408-1b33-470c-b031-1d7642f971f0.png,other,0.5882358
302,data/e01f2cd2-9297-408d-8928-80f050be0171.png,plants,0.97804093
303,data/b0d8359f-110e-430d-b3b7-36431a90cbbb.jpg,other,0.97804385
304,data/5c21e57a-a11d-41ca-96e9-37a3444650c0.png,other,0.8310185
305,data/f55558ef-c478-4d77-9da7-617b7a6efb49.png,other,0.9942472
306,data/5ddcf90a-7ee4-4bae-8757-53981a601864.png,vehicles,0.93917114
307,data/e97ecbb3-bb03-4ad7-a382-9d97b0a7cdf9.jpg,other,0.971458
308,data/57ab9334-077b-43f5-bab6-4dbb6302be85.png,other,0.91619337
309,data/b9820634-d975-4d39-8497-5b3f8fe75042.png,plants,0.9780067
310,data/aace65d8-f6ca-4399-a70a-945bc90a8cec.jpg,other,0.97536206
311,data/6f001757-e5f7-4ff8-823f-9e0fb3f69b32.jpg,other,0.65010864
312,data/6edcad3c-701a-499f-adc8-e44eebeff33f.png,other,0.9873662
313,data/6bb1e214-a89a-4d9f-a988-c8496ea9200a.jpg,other,0.9964059
314,data/8660173e-8dfb-48d7-a445-0ebee701c45e.jpg,other,0.9992889
315,data/9f27c002-f941-4d55-9ee3-f4bdc6244151.png,other,0.95261675
316,data/246f6963-6254-4a6e-95e4-623a3acc4530.png,plants,0.87196875
317,data/862ad233-7f3d-4181-8963-54f289273075.png,other,0.8394192
318,data/73ae9c4f-c7c8-4d0e-83b6-cc3757f5a44a.png,other,0.97952455
319,data/82bafa42-a3c8-4777-946c-d24044b700f6.png,other,0.60922235
320,data/924bca49-5c64-4744-9ef8-9ecdf1ddc046.png,other,0.9991468
321,data/14fcd8b5-40c2-47ae-87a2-2048a3b81d2d.jpg,plants,0.61321515
322,data/d096cd69-6acd-4c88-8565-1c0ca39ad603.png,other,0.90416825
323,data/8bd96005-5e28-48b2-bebb-eb4ed392b25f.png,plants,0.7444764
324,data/27842585-f8af-4f3f-9d64-f8b76bada9d4.png,vehicles,0.8142142
325,data/f47b954b-3e65-4e07-9e6b-4e11134151a5.jpg,other,0.98420423
326,data/3d69a231-459b-4b55-80c8-cd70950f6d4a.png,other,0.973242
327,data/7f2d4a4d-7405-48c5-bcfc-87405ff1c081.png,other,0.9690221
328,data/f8c4321e-d9f7-467c-8e1c-22a010d49d4e.jpg,other,0.84664357
329,data/175e2a78-c1b2-4528-aeff-98f0a2829789.png,vehicles,0.8684683
330,data/274e9f70-8ccc-460a-b7ca-bdbd88e2468c.png,other,0.9778336
